City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Fare,PF,-16.7,-151.0167,80.33,70,71,6.49,moderate rain
698,Palmas,BR,-10.2128,-48.3603,80.6,74,40,6.91,heavy intensity rain
699,Ternate,ID,0.8,127.4,79.09,81,74,5.57,broken clouds
700,Santiago,CL,-33.4569,-70.6483,73.99,63,90,4.61,overcast clouds
701,Weligama,LK,5.9667,80.4167,75.29,88,92,1.79,overcast clouds
702,Osoyoos,CA,49.0331,-119.4524,37.4,87,32,1.92,scattered clouds
703,Northam,GB,51.0333,-4.2167,46.0,93,100,8.01,moderate rain
704,Fort Payne,US,34.4442,-85.7197,50.0,29,1,5.75,clear sky
705,Iquique,CL,-20.2208,-70.1431,73.4,60,0,17.27,clear sky
706,Plettenberg Bay,ZA,-34.0527,23.3716,63.37,76,0,3.98,clear sky
707,Port Hardy,CA,50.6996,-127.4199,42.8,81,90,18.41,overcast clouds
